PID,USER,PR,NI,VIRT,RES,SHR,S,%CPU,%MEM,TIME+,COMMAND
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.69,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.33,rosout
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.53,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.76,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"11,9","0,3",2:01.33,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"10,9","0,6",2:31.84,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"9,9","0,3",1:17.73,twist_mux
7963,aleja,20,0,369172,24976,14984,S,"7,9","0,3",1:38.32,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",1:57.14,rosmaster
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.54,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.33,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.69,rostopic
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.76,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"16,0","0,6",2:32.00,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:01.44,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:38.38,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:57.19,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:17.77,twist_mux
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.77,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.33,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.69,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.54,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:38.47,robot_state_pub
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:32.09,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:01.52,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:57.24,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:17.82,twist_mux
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.55,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.33,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.69,rostopic
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.77,roslaunch
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:17.91,twist_mux
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:32.18,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:01.61,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:57.31,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:38.53,robot_state_pub
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.70,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.33,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.55,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.77,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:32.27,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:01.70,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:38.61,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:57.36,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:17.96,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.33,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.70,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.55,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.77,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:32.36,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:01.79,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:57.42,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:38.67,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:18.01,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.70,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.55,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.77,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"11,9","0,6",2:32.48,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:38.74,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"6,9","0,3",2:01.86,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",1:57.48,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:18.05,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.71,rostopic
581,root,20,0,2548,708,636,S,"1,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.78,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.55,roscore
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:32.60,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:38.83,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:01.95,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:57.55,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.11,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.71,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.55,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.78,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"14,0","0,6",2:32.74,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",2:02.06,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",1:57.63,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:38.91,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.17,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.71,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.55,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.78,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"13,0","0,6",2:32.87,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:39.00,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:02.14,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:57.70,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:18.22,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.72,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.56,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.47,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.78,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"14,0","0,6",2:33.01,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:39.09,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:57.77,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:02.21,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.28,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.48,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.73,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.56,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.78,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:33.10,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:39.17,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:02.29,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:57.83,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.34,twist_mux
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.79,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.48,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.73,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.56,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
8209,aleja,20,0,871268,42520,16760,S,"9,9","0,6",2:33.20,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,9","0,3",2:02.39,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,9","0,6",1:57.90,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"5,9","0,3",1:39.23,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,9","0,3",1:18.40,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.48,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.73,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.56,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.79,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",2:02.49,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"8,0","0,3",1:18.48,twist_mux
8209,aleja,20,0,871268,42520,16760,S,"8,0","0,6",2:33.28,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:57.96,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:39.29,robot_state_pub
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.49,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.73,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.56,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.79,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:33.37,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:02.58,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:39.37,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:58.03,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:18.53,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.74,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.57,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.49,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.79,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:33.46,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:02.67,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:39.44,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.09,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.59,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.75,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.49,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.57,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.79,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:33.58,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:58.16,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:02.74,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:39.50,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:18.63,twist_mux
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.80,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.34,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.49,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.75,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.57,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7956,aleja,20,0,498908,22148,12672,S,"8,9","0,3",2:02.83,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:39.57,robot_state_pub
8209,aleja,20,0,871268,42520,16760,S,"6,9","0,6",2:33.65,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:58.21,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:18.68,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.35,rosout
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.76,rostopic
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.49,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.57,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.80,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"14,0","0,6",2:33.79,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:02.91,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:39.64,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.27,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.74,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.77,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.35,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.49,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.57,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.80,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:33.88,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:39.72,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:02.98,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.33,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:18.80,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.50,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.77,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.57,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.80,roslaunch
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:58.40,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"7,0","0,3",1:18.87,twist_mux
8209,aleja,20,0,871268,42520,16760,S,"7,0","0,6",2:33.95,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",2:03.05,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:39.78,robot_state_pub
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.78,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.58,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.50,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.80,roslaunch
7963,aleja,20,0,369172,24976,14984,R,"8,0","0,3",1:39.86,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.46,rosmaster
8209,aleja,20,0,871268,42520,16760,S,"6,0","0,6",2:34.01,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:18.92,twist_mux
7956,aleja,20,0,498908,22148,12672,S,"5,0","0,3",2:03.10,ekf_localizatio
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.79,rostopic
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.81,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.50,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.58,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7963,aleja,20,0,369172,24976,14984,S,"10,0","0,3",1:39.96,robot_state_pub
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:34.11,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:03.19,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:58.51,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:18.96,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.80,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.50,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.58,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.81,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"11,9","0,6",2:34.23,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,9","0,3",2:03.28,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",1:58.57,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"5,9","0,3",1:40.02,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:19.01,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.81,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.50,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.58,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.81,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",2:03.37,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:58.64,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:40.09,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"7,0","0,3",1:19.08,twist_mux
8209,aleja,20,0,871268,42520,16760,S,"7,0","0,6",2:34.30,nodo_pid.py
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.51,roslaunch
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.82,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.81,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.58,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:40.17,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:03.45,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"7,0","0,6",2:34.37,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.70,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:19.12,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.82,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.59,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.51,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.82,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:34.46,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",2:03.53,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.76,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:40.23,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:19.17,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.83,rostopic
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.83,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.51,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.59,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7956,aleja,20,0,498908,22148,12672,S,"10,9","0,3",2:03.64,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"7,9","0,6",2:34.54,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"6,9","0,6",1:58.83,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:40.30,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,9","0,3",1:19.23,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.84,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.51,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.59,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.83,roslaunch
7963,aleja,20,0,369172,24976,14984,S,"10,0","0,3",1:40.40,robot_state_pub
8209,aleja,20,0,871268,42520,16760,S,"7,0","0,6",2:34.61,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:58.89,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"6,0","0,3",2:03.70,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:19.27,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.52,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.36,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.84,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.59,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.33,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.83,roslaunch
7963,aleja,20,0,369172,24976,14984,S,"9,0","0,3",1:40.49,robot_state_pub
