PID,USER,PR,NI,VIRT,RES,SHR,S,%CPU,%MEM,TIME+,COMMAND
7956,aleja,20,0,498908,22148,12672,S,"9,9","0,3",1:54.96,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"7,9","0,3",1:13.53,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",1:52.63,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"5,9","0,3",1:33.31,robot_state_pub
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.32,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.33,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.62,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"13,0","0,6",2:24.23,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:33.39,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",1:55.04,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:52.69,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:13.58,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.33,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.32,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.62,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"11,0","0,6",2:24.34,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:13.67,twist_mux
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",1:55.13,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:33.47,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:52.74,rosmaster
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.33,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.33,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.62,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:24.44,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,R,"9,0","0,3",1:33.56,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",1:55.22,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:52.80,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:13.72,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.34,rostopic
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.63,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.33,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
8209,aleja,20,0,871268,42520,16760,S,"12,9","0,6",2:24.57,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"10,9","0,3",1:55.33,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:33.63,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",1:52.86,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:13.77,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.33,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.34,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.63,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"11,0","0,6",2:24.68,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",1:55.44,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:52.93,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:33.70,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:13.82,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.34,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.34,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.63,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"13,0","0,6",2:24.81,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",1:55.55,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:33.78,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:52.99,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:13.88,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.35,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.35,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.63,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:24.90,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",1:55.63,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:33.85,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.05,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"6,0","0,3",1:13.94,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"2,0","0,6",0:04.37,rostopic
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.64,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:25.00,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",1:55.72,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:33.92,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.11,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:13.99,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.38,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.41,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.64,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:25.12,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",1:55.82,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.17,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:33.98,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.04,twist_mux
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.42,roscore
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.23,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.38,rostopic
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.64,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:25.22,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",1:55.92,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:34.05,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.23,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.09,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.38,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.64,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,9","0,6",2:25.33,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"7,9","0,6",1:53.31,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"5,9","0,3",1:55.98,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"5,0","0,3",1:34.10,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.14,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.39,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.64,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"12,0","0,3",1:56.10,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:25.42,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:53.38,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:34.17,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.19,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.39,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.64,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"12,0","0,3",1:56.22,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"8,0","0,6",2:25.50,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.44,rosmaster
7963,aleja,20,0,369172,24976,14984,R,"5,0","0,3",1:34.22,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.24,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.40,rostopic
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.65,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
8209,aleja,20,0,871268,42520,16760,R,"11,0","0,6",2:25.61,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:34.29,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",1:56.29,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:53.49,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:14.28,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.41,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.65,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:25.71,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",1:56.36,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.55,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:34.35,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.33,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.42,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.35,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.65,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"15,0","0,6",2:25.86,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:14.42,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",1:53.63,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",1:56.43,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:34.41,robot_state_pub
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.36,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.42,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.42,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.65,roslaunch
8209,aleja,20,0,871268,42520,16760,R,"15,8","0,6",2:26.02,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,9","0,3",1:56.53,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,9","0,3",1:34.49,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"7,9","0,3",1:14.50,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"6,9","0,6",1:53.70,rosmaster
5757,aleja,20,0,357720,44900,16824,S,"2,0","0,6",0:03.44,roscore
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.43,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.24,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.36,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.65,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:26.12,nodo_pid.py
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",1:53.78,rosmaster
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",1:56.61,ekf_localizatio
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:34.56,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"5,0","0,3",1:14.55,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.36,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.43,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.65,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",1:56.71,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:26.21,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:34.64,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:53.85,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"7,0","0,3",1:14.62,twist_mux
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.44,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.36,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.65,roslaunch
7956,aleja,20,0,498908,22148,12672,S,"11,0","0,3",1:56.82,ekf_localizatio
8209,aleja,20,0,871268,42520,16760,S,"10,0","0,6",2:26.31,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:34.70,robot_state_pub
5766,aleja,20,0,1280912,44432,16516,S,"5,0","0,6",1:53.90,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:14.66,twist_mux
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.66,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.36,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.44,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
8209,aleja,20,0,871268,42520,16760,S,"12,0","0,6",2:26.43,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"10,0","0,3",1:34.80,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"10,0","0,3",1:56.92,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:14.75,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:53.96,rosmaster
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.45,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.36,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.66,roslaunch
7963,aleja,20,0,369172,24976,14984,S,"11,0","0,3",1:34.91,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"11,0","0,3",1:14.86,twist_mux
8209,aleja,20,0,871268,42520,16760,S,"9,0","0,6",2:26.52,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,R,"9,0","0,3",1:57.01,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:54.02,rosmaster
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.37,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.45,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.66,roslaunch
7963,aleja,20,0,369172,24976,14984,S,"8,9","0,3",1:35.00,robot_state_pub
8209,aleja,20,0,871268,42520,16760,S,"8,9","0,6",2:26.61,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"8,9","0,3",1:57.10,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"7,9","0,3",1:14.94,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"6,9","0,6",1:54.09,rosmaster
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.37,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.45,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.66,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"13,0","0,6",2:26.74,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"10,0","0,3",1:15.04,twist_mux
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:35.08,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",1:57.18,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:54.16,rosmaster
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.67,roslaunch
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.37,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.45,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",1:54.24,rosmaster
8209,aleja,20,0,871268,42520,16760,S,"8,0","0,6",2:26.82,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:35.15,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"7,0","0,3",1:15.11,twist_mux
7956,aleja,20,0,498908,22148,12672,S,"7,0","0,3",1:57.25,ekf_localizatio
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.46,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.25,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.37,roslaunch
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.44,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.67,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"7,9","0,6",2:26.90,nodo_pid.py
7963,aleja,20,0,369172,24976,14984,S,"6,9","0,3",1:35.22,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"6,9","0,3",1:57.32,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"5,9","0,6",1:54.30,rosmaster
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:15.15,twist_mux
5777,aleja,20,0,348884,19324,10216,S,"1,0","0,3",0:02.26,rosout
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.47,rostopic
5757,aleja,20,0,357720,44900,16824,S,"1,0","0,6",0:03.45,roscore
7927,aleja,20,0,357992,45016,16424,S,"1,0","0,6",0:02.68,roslaunch
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.37,roslaunch
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
8209,aleja,20,0,871268,42520,16760,R,"12,0","0,6",2:27.02,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"9,0","0,3",1:57.41,ekf_localizatio
5766,aleja,20,0,1280912,44432,16516,S,"7,0","0,6",1:54.37,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"7,0","0,3",1:35.29,robot_state_pub
7967,aleja,20,0,422780,19248,10136,S,"4,0","0,3",1:15.19,twist_mux
8182,aleja,20,0,357588,44880,16692,S,"1,0","0,6",0:02.38,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.48,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.26,rosout
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.45,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.68,roslaunch
8209,aleja,20,0,871268,42520,16760,S,"18,0","0,6",2:27.20,nodo_pid.py
7967,aleja,20,0,422780,19248,10136,S,"9,0","0,3",1:15.28,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"8,0","0,6",1:54.45,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"8,0","0,3",1:35.37,robot_state_pub
7956,aleja,20,0,498908,22148,12672,S,"8,0","0,3",1:57.49,ekf_localizatio
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.26,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.38,roslaunch
8280,aleja,20,0,511136,46132,17448,S,"0,0","0,6",0:04.48,rostopic
5757,aleja,20,0,357720,44900,16824,S,"0,0","0,6",0:03.45,roscore
581,root,20,0,2548,708,636,S,"0,0","0,0",0:00.32,acpid
7927,aleja,20,0,357992,45016,16424,S,"0,0","0,6",0:02.68,roslaunch
8209,aleja,20,0,871268,42520,16760,R,"18,0","0,6",2:27.38,nodo_pid.py
7956,aleja,20,0,498908,22148,12672,S,"12,0","0,3",1:57.61,ekf_localizatio
7967,aleja,20,0,422780,19248,10136,S,"8,0","0,3",1:15.36,twist_mux
5766,aleja,20,0,1280912,44432,16516,S,"6,0","0,6",1:54.51,rosmaster
7963,aleja,20,0,369172,24976,14984,S,"6,0","0,3",1:35.43,robot_state_pub
8280,aleja,20,0,511136,46132,17448,S,"1,0","0,6",0:04.49,rostopic
5777,aleja,20,0,348884,19324,10216,S,"0,0","0,3",0:02.26,rosout
8182,aleja,20,0,357588,44880,16692,S,"0,0","0,6",0:02.38,roslaunch
